Barcode,Barcode_Prefix,Barcode_Postfix,Barcode_Postfix_Diff
A0011367141,A,0011367141,669
A0011367810,A,0011367810,586
A0011368396,A,0011368396,297
A0011368693,A,0011368693,297
A0011373396,A,0011373396,659
A0011374055,A,0011374055,659
A0011375151,A,0011375151,1096
A0011377256,A,0011377256,1676
A0011378932,A,0011378932,1676
A0011381290,A,0011381290,776
A0011382066,A,0011382066,248
A0011382314,A,0011382314,248
A0011386703,A,0011386703,495
A0011387198,A,0011387198,156
A0011387354,A,0011387354,156
A0011387925,A,0011387925,571
A0011390648,A,0011390648,1271
A0011391919,A,0011391919,1271
A0011394764,A,0011394764,279
A0011395043,A,0011395043,49
A0011395092,A,0011395092,49
A0011396140,A,0011396140,91
A0011396231,A,0011396231,41
A0011396272,A,0011396272,41
A0011396355,A,0011396355,83
A0011396538,A,0011396538,183
A0011398757,A,0011398757,800
A0011399557,A,0011399557,800
A0011400744,A,0011400744,1187
A0011402088,A,0011402088,1344
A0011405248,A,0011405248,453
A0011405701,A,0011405701,216
A0011405917,A,0011405917,216
A0011406782,A,0011406782,865
A0011408309,A,0011408309,222
A0011408531,A,0011408531,190
A0011408721,A,0011408721,117
A0011408838,A,0011408838,117
A0011411824,A,0011411824,354
A0011412178,A,0011412178,123
A0011412301,A,0011412301,123
A0011415122,A,0011415122,281
A0011415403,A,0011415403,281
A0011416195,A,0011416195,99
A0011416294,A,0011416294,99
A0011416609,A,0011416609,315
A0011416930,A,0011416930,321
A0011417474,A,0011417474,544
A0011418456,A,0011418456,701
A0011419157,A,0011419157,297
A0011419454,A,0011419454,141
A0011419595,A,0011419595,141
A0011419975,A,0011419975,380
A0011421047,A,0011421047,372
A0011421419,A,0011421419,148
A0011421567,A,0011421567,148
A0011422466,A,0011422466,634
A0011423100,A,0011423100,406
A0011423506,A,0011423506,406
A0011424470,A,0011424470,964
A0011425725,A,0011425725,693
A0011426418,A,0011426418,693
A0011427812,A,0011427812,26
A0011427838,A,0011427838,15
A0011427853,A,0011427853,15
A0011427929,A,0011427929,76
A0011429719,A,0011429719,239
A0011429958,A,0011429958,239
A0011431244,A,0011431244,132
A0011431376,A,0011431376,132
A0011432473,A,0011432473,1066
A0011433539,A,0011433539,469
A0011434008,A,0011434008,107
A0011434115,A,0011434115,65
A0011434180,A,0011434180,65
A0011434289,A,0011434289,8
A0011434297,A,0011434297,8
A0011434446,A,0011434446,149
A0011434636,A,0011434636,190
A0011435203,A,0011435203,323
A0011435526,A,0011435526,49
A0011435575,A,0011435575,49
A0011436672,A,0011436672,141
A0011436813,A,0011436813,141
A0011438207,A,0011438207,849
A0011439056,A,0011439056,488
A0011439544,A,0011439544,488
A0011440039,A,0011440039,107
A0011440146,A,0011440146,15
A0011440161,A,0011440161,15
A0011442357,A,0011442357,290
A0011442647,A,0011442647,239
A0011442886,A,0011442886,222
A0011443108,A,0011443108,222
A0011444171,A,0011444171,289
A0011444460,A,0011444460,34
A0011444494,A,0011444494,34
A0011444619,A,0011444619,125
A0011445178,A,0011445178,559
A0011445921,A,0011445921,743
A0011447000,A,0011447000,1079
A0011448750,A,0011448750,1750
A0011452620,A,0011452620,3870
A0011459823,A,0011459823,354
A0011460177,A,0011460177,354
A0011465044,A,0011465044,505
A0011465549,A,0011465549,31
A0011465580,A,0011465580,31
A0011467628,A,0011467628,750
A0011468378,A,0011468378,750
A0011473964,A,0011473964,1261
A0011475225,A,0011475225,346
A0011475571,A,0011475571,208
A0011475779,A,0011475779,208
A0011476116,A,0011476116,273
A0011476389,A,0011476389,273
A0011479482,A,0011479482,1658
A0011481140,A,0011481140,281
A0011481421,A,0011481421,281
A0011485984,A,0011485984,4563
A0011492782,A,0011492782,3886
A0011496668,A,0011496668,1856
A0011498524,A,0011498524,1856
A0011503885,A,0011503885,3405
A0011507290,A,0011507290,265
A0011507555,A,0011507555,265
A0011507829,A,0011507829,274
A0011508397,A,0011508397,396
A0011508793,A,0011508793,396
A0011509387,A,0011509387,594
A0011515210,A,0011515210,59
A0011515269,A,0011515269,59
A0011515335,A,0011515335,66
A0011515657,A,0011515657,322
A0011516242,A,0011516242,215
A0011516457,A,0011516457,215
A0011517901,A,0011517901,67
A0011517968,A,0011517968,67
A0011519345,A,0011519345,190
A0011519535,A,0011519535,99
A0011519634,A,0011519634,99
A0011519873,A,0011519873,180
A0011520053,A,0011520053,175
A0011520228,A,0011520228,99
A0011520327,A,0011520327,99
A0011520913,A,0011520913,305
A0011521218,A,0011521218,247
A0011521465,A,0011521465,247
A0011525375,A,0011525375,3804
A0011529179,A,0011529179,3804
A0011540259,A,0011540259,339
A0011540598,A,0011540598,339
A0011541679,A,0011541679,361
A0011542040,A,0011542040,361
A0011542545,A,0011542545,505
A0011547882,A,0011547882,4662
A0011552544,A,0011552544,635
A0011553179,A,0011553179,635
A0011556495,A,0011556495,438
A0011556933,A,0011556933,57
A0011556990,A,0011556990,57
A0011557212,A,0011557212,222
A0011557915,A,0011557915,703
A0011558814,A,0011558814,899
A0011564044,A,0011564044,4917
A0011568961,A,0011568961,4917
A0011575909,A,0011575909,535
A0011576444,A,0011576444,346
A0011576790,A,0011576790,346
A0011578606,A,0011578606,503
A0011579109,A,0011579109,503
A0011580073,A,0011580073,964
A0011581782,A,0011581782,1709
A0011583770,A,0011583770,1988
A0011586369,A,0011586369,529
A0011586898,A,0011586898,402
A0011587300,A,0011587300,75
A0011587375,A,0011587375,75
A0011595139,A,0011595139,31
A0011595170,A,0011595170,31
A0011600418,A,0011600418,1188
A0011601606,A,0011601606,964
A0011602570,A,0011602570,208
A0011602778,A,0011602778,208
A0011605235,A,0011605235,2457
A0011612959,A,0011612959,1822
A0011614781,A,0011614781,346
A0011615127,A,0011615127,346
A0011617156,A,0011617156,2029
A0011619343,A,0011619343,693
A0011620036,A,0011620036,693
A0011622172,A,0011622172,2136
A0011629458,A,0011629458,123
A0011629581,A,0011629581,123
A0011629730,A,0011629730,41
A0011629771,A,0011629771,41
A0011629920,A,0011629920,149
A0011630084,A,0011630084,125
A0011630209,A,0011630209,125
A0011631074,A,0011631074,224
A0011631298,A,0011631298,224
A0011631843,A,0011631843,140
A0011631983,A,0011631983,140
A0011632429,A,0011632429,65
A0011632494,A,0011632494,65
A0011632577,A,0011632577,83
A0011632882,A,0011632882,123
A0011633005,A,0011633005,123
A0011633161,A,0011633161,34
A0011633195,A,0011633195,16
A0011633211,A,0011633211,16
A0011633336,A,0011633336,125
A0011633583,A,0011633583,149
A0011633732,A,0011633732,8
A0011633740,A,0011633740,8
A0011633757,A,0011633757,17
A0011633849,A,0011633849,7
A0011633856,A,0011633856,7
A0011633989,A,0011633989,71
A0011634060,A,0011634060,71
A0011634755,A,0011634755,245
A0011635000,A,0011635000,166
A0011635166,A,0011635166,42
A0011635208,A,0011635208,42
A0011635265,A,0011635265,57
A0011635380,A,0011635380,115
A0011638111,A,0011638111,208
A0011638319,A,0011638319,208
A0011638665,A,0011638665,115
A0011638780,A,0011638780,115
A0011639663,A,0011639663,125
A0011639788,A,0011639788,16
A0011639804,A,0011639804,16
A0011639903,A,0011639903,99
A0011640059,A,0011640059,74
A0011640133,A,0011640133,8
A0011640141,A,0011640141,8
A0011640554,A,0011640554,157
A0011640711,A,0011640711,34
A0011640745,A,0011640745,34
A0011640786,A,0011640786,8
A0011640794,A,0011640794,8
A0011640828,A,0011640828,34
A0011640919,A,0011640919,91
A0011641164,A,0011641164,245
A0011641412,A,0011641412,140
A0011641552,A,0011641552,50
A0011641602,A,0011641602,50
A0011641693,A,0011641693,8
A0011641701,A,0011641701,8
A0011641818,A,0011641818,57
A0011641875,A,0011641875,57
A0011642022,A,0011642022,147
A0011642410,A,0011642410,356
A0011642766,A,0011642766,356
A0011645165,A,0011645165,34
A0011645199,A,0011645199,34
A0011645363,A,0011645363,164
A0011645546,A,0011645546,41
A0011645587,A,0011645587,8
A0011645595,A,0011645595,8
A0011645611,A,0011645611,16
A0011645942,A,0011645942,130
A0011646072,A,0011646072,130
A0011646742,A,0011646742,41
A0011646783,A,0011646783,8
A0011646791,A,0011646791,8
A0011646817,A,0011646817,26
A0011646866,A,0011646866,49
A0011647179,A,0011647179,313
A0011647609,A,0011647609,16
A0011647625,A,0011647625,16
A0011647658,A,0011647658,33
A0011648839,A,0011648839,1181
A0011654787,A,0011654787,651
A0011655438,A,0011655438,568
A0011656006,A,0011656006,16
A0011656022,A,0011656022,16
A0011658077,A,0011658077,620
A0011658697,A,0011658697,620
A0011661857,A,0011661857,957
A0011662814,A,0011662814,957
A0011682572,A,0011682572,3944
A0011686516,A,0011686516,3944
A0011690518,A,0011690518,4002
A0011698586,A,0011698586,4584
A0011703170,A,0011703170,4584
A0011708690,A,0011708690,5520
A0011719408,A,0011719408,8
A0011719416,A,0011719416,8
A0011719473,A,0011719473,57
A0011724945,A,0011724945,4008
A0011728953,A,0011728953,1345
A0011730298,A,0011730298,693
A0011730991,A,0011730991,693
A0011738135,A,0011738135,6164
A0011744299,A,0011744299,3597
A0011747896,A,0011747896,154
A0011748050,A,0011748050,154
A0011748407,A,0011748407,297
A0011748704,A,0011748704,107
A0011748811,A,0011748811,107
A0011750692,A,0011750692,141
A0011750833,A,0011750833,141
A0011754629,A,0011754629,700
A0011755329,A,0011755329,140
A0011755469,A,0011755469,115
A0011755584,A,0011755584,75
A0011755659,A,0011755659,75
A0011759537,A,0011759537,198
A0011759735,A,0011759735,198
A0011760360,A,0011760360,625
A0011761335,A,0011761335,414
A0011761749,A,0011761749,414
A0011762994,A,0011762994,1245
A0011766656,A,0011766656,191
A0011766847,A,0011766847,191
A0011767076,A,0011767076,149
A0011767225,A,0011767225,140
A0011767365,A,0011767365,8
A0011767373,A,0011767373,8
A0011767837,A,0011767837,49
A0011767886,A,0011767886,49
A0011767951,A,0011767951,65
A0011771300,A,0011771300,3111
A0011774411,A,0011774411,1023
A0011775434,A,0011775434,107
A0011775541,A,0011775541,107
A0011775715,A,0011775715,16
A0011775731,A,0011775731,16
A0011775749,A,0011775749,18
A0011775772,A,0011775772,23
A0011776135,A,0011776135,363
A0011776572,A,0011776572,437
A0011788361,A,0011788361,183
A0011788544,A,0011788544,41
A0011788585,A,0011788585,8
A0011788593,A,0011788593,8
A0011788650,A,0011788650,57
A0011788809,A,0011788809,123
A0011788932,A,0011788932,67
A0011788999,A,0011788999,67
A0011789146,A,0011789146,140
A0011789286,A,0011789286,16
A0011789302,A,0011789302,16
A0011789328,A,0011789328,26
A0011793957,A,0011793957,3926
A0011797883,A,0011797883,1782
A0011799665,A,0011799665,666
A0011800331,A,0011800331,91
A0011800422,A,0011800422,91
A0011800521,A,0011800521,26
A0011800547,A,0011800547,26
A0011800851,A,0011800851,141
A0011800992,A,0011800992,141
A0011801164,A,0011801164,172
A0011801362,A,0011801362,198
A0011801602,A,0011801602,240
A0011805868,A,0011805868,1097
A0011806965,A,0011806965,511
A0011807476,A,0011807476,198
A0011807674,A,0011807674,198
A0011809464,A,0011809464,141
A0011809605,A,0011809605,141
A0011812229,A,0011812229,1618
A0011813847,A,0011813847,1618
A0011820453,A,0011820453,274
A0011820727,A,0011820727,274
A0011821998,A,0011821998,519
A0011822517,A,0011822517,519
A0011823929,A,0011823929,1412
A0011828076,A,0011828076,860
A0011828936,A,0011828936,188
A0011829124,A,0011829124,188
A0011835824,A,0011835824,6261
A0011842085,A,0011842085,1073
A0011843158,A,0011843158,1073
A0011852332,A,0011852332,750
A0011853082,A,0011853082,750
A0011869732,A,0011869732,2350
A0011872082,A,0011872082,26
A0011872108,A,0011872108,16
A0011872124,A,0011872124,16
A0011872413,A,0011872413,83
A0011872496,A,0011872496,83
A0011872744,A,0011872744,248
A0011873114,A,0011873114,370
A0011874450,A,0011874450,406
A0011874856,A,0011874856,221
A0011875077,A,0011875077,157
A0011875234,A,0011875234,8
A0011875242,A,0011875242,8
A0011875317,A,0011875317,75
A0011875416,A,0011875416,57
A0011875473,A,0011875473,57
A0011875572,A,0011875572,99
A0011875762,A,0011875762,91
A0011875853,A,0011875853,26
A0011875879,A,0011875879,8
A0011875887,A,0011875887,8
A0011875952,A,0011875952,65
A0011876034,A,0011876034,8
A0011876042,A,0011876042,8
A0011876307,A,0011876307,42
A0011876349,A,0011876349,42
A0011876406,A,0011876406,49
A0011876455,A,0011876455,49
A0011878501,A,0011878501,182
A0011878683,A,0011878683,83
A0011878766,A,0011878766,83
A0011879376,A,0011879376,58
A0011879434,A,0011879434,25
A0011879459,A,0011879459,25
A0011879558,A,0011879558,99
A0011893872,A,0011893872,139
A0011894011,A,0011894011,139
A0011894193,A,0011894193,182
A0011895695,A,0011895695,16
A0011895711,A,0011895711,16
A0011895927,A,0011895927,216
A0011897568,A,0011897568,1428
A0011898996,A,0011898996,32
A0011899028,A,0011899028,8
A0011899036,A,0011899036,8
A0011899218,A,0011899218,57
A0011899275,A,0011899275,57
A0011899531,A,0011899531,256
A0011900016,A,0011900016,485
A0011901584,A,0011901584,8
A0011901592,A,0011901592,8
A0011901808,A,0011901808,216
A0011902459,A,0011902459,347
A0011902806,A,0011902806,91
A0011902897,A,0011902897,91
A0011903168,A,0011903168,271
A0011903531,A,0011903531,41
A0011903572,A,0011903572,41
A0011903754,A,0011903754,182
A0011909876,A,0011909876,634
A0011910510,A,0011910510,109
A0011910619,A,0011910619,109
A0011911179,A,0011911179,553
A0011911732,A,0011911732,297
A0011912029,A,0011912029,297
A0011913043,A,0011913043,75
A0011913118,A,0011913118,75
A0011913407,A,0011913407,289
A0011921335,A,0011921335,15
A0011921350,A,0011921350,15
A0011921459,A,0011921459,109
A0011921616,A,0011921616,24
A0011921640,A,0011921640,24
A0011921921,A,0011921921,281
A0011925856,A,0011925856,42
A0011925898,A,0011925898,42
A0011926755,A,0011926755,157
A0011926912,A,0011926912,157
A0011927860,A,0011927860,948
A0011929734,A,0011929734,1874
A0011933975,A,0011933975,147
A0011934122,A,0011934122,147
A0011934775,A,0011934775,435
A0011935210,A,0011935210,331
A0011935541,A,0011935541,331
A0011936010,A,0011936010,469
A0011937000,A,0011937000,83
A0011937083,A,0011937083,83
A0011959467,A,0011959467,1204
A0011960671,A,0011960671,91
A0011960762,A,0011960762,91
A0011962602,A,0011962602,1840
A0011980687,A,0011980687,2854
A0011983541,A,0011983541,1107
A0011984648,A,0011984648,1107
A0011986940,A,0011986940,578
A0011987518,A,0011987518,362
A0011987880,A,0011987880,305
A0011988185,A,0011988185,305
A0011989209,A,0011989209,1024
A0011990447,A,0011990447,23
A0011990470,A,0011990470,23
A0011991361,A,0011991361,99
A0011991460,A,0011991460,99
A0011995156,A,0011995156,66
A0011995222,A,0011995222,66
A0011995461,A,0011995461,117
A0011995578,A,0011995578,8
A0011995586,A,0011995586,8
A0011995768,A,0011995768,182
A0011999497,A,0011999497,2844
A0012002341,A,0012002341,455
A0012002796,A,0012002796,271
A0012003067,A,0012003067,16
A0012003083,A,0012003083,16
A0012003232,A,0012003232,149
A0012037669,A,0012037669,289
A0012037958,A,0012037958,196
A0012038154,A,0012038154,50
A0012038204,A,0012038204,50
A0012038683,A,0012038683,26
A0012038709,A,0012038709,26
A0012038980,A,0012038980,271
A0012039343,A,0012039343,99
A0012039442,A,0012039442,99
A0012040994,A,0012040994,956
A0012041950,A,0012041950,537
A0012042487,A,0012042487,535
A0012043022,A,0012043022,447
A0012043469,A,0012043469,123
A0012043592,A,0012043592,123
A0012044244,A,0012044244,652
A0012044939,A,0012044939,695
A0012046645,A,0012046645,49
A0012046694,A,0012046694,49
A0012050621,A,0012050621,182
A0012050803,A,0012050803,91
A0012050894,A,0012050894,91
A0012056412,A,0012056412,4226
A0012060638,A,0012060638,1532
A0012062170,A,0012062170,133
A0012062303,A,0012062303,133
A0012062535,A,0012062535,232
A0012062824,A,0012062824,289
A0012063251,A,0012063251,427
A0012064002,A,0012064002,99
A0012064101,A,0012064101,99
A0012064341,A,0012064341,83
A0012064424,A,0012064424,83
A0012065140,A,0012065140,281
A0012065421,A,0012065421,281
A0012065793,A,0012065793,57
A0012065850,A,0012065850,57
A0012065967,A,0012065967,117
A0012066247,A,0012066247,132
A0012066379,A,0012066379,132
A0012067351,A,0012067351,357
A0012067708,A,0012067708,8
A0012067716,A,0012067716,8
A0012068375,A,0012068375,347
A0012068722,A,0012068722,99
A0012068821,A,0012068821,26
A0012068847,A,0012068847,26
A0012070108,A,0012070108,711
A0012070819,A,0012070819,16
A0012070835,A,0012070835,8
A0012070843,A,0012070843,8
A0012071015,A,0012071015,8
A0012071023,A,0012071023,8
A0012071106,A,0012071106,83
A0012071817,A,0012071817,711
A0012074845,A,0012074845,452
A0012075297,A,0012075297,232
A0012075529,A,0012075529,232
A0012077293,A,0012077293,1764
A0012079083,A,0012079083,1660
A0012080743,A,0012080743,510
A0012081253,A,0012081253,472
A0012081725,A,0012081725,16
A0012081741,A,0012081741,16
A0012086757,A,0012086757,436
A0012087193,A,0012087193,436
A0012090411,A,0012090411,891
A0012091302,A,0012091302,891
A0012092201,A,0012092201,899
A0012093167,A,0012093167,966
A0012095071,A,0012095071,1904
A0012099313,A,0012099313,521
A0012099834,A,0012099834,410
A0012100244,A,0012100244,49
A0012100293,A,0012100293,49
A0012100442,A,0012100442,149
A0012101762,A,0012101762,1320
A0012110318,A,0012110318,73
A0012110391,A,0012110391,73
A0012114872,A,0012114872,684
A0012115556,A,0012115556,404
A0012115960,A,0012115960,280
A0012116240,A,0012116240,280
A0012120416,A,0012120416,24
A0012120440,A,0012120440,24
A0012120499,A,0012120499,59
A0012120713,A,0012120713,214
A0012121331,A,0012121331,174
A0012121505,A,0012121505,174
A0012121695,A,0012121695,190
A0012123212,A,0012123212,1517
A0012126942,A,0012126942,49
A0012126991,A,0012126991,49
A0012127148,A,0012127148,157
A0012127387,A,0012127387,239
A0012128146,A,0012128146,512
A0012128658,A,0012128658,512
A0012131058,A,0012131058,99
A0012131157,A,0012131157,74
A0012131231,A,0012131231,74
A0012131579,A,0012131579,81
A0012131660,A,0012131660,81
A0012143418,A,0012143418,255
A0012143673,A,0012143673,255
A0012144317,A,0012144317,644
A0012145009,A,0012145009,73
A0012145082,A,0012145082,73
A0012145330,A,0012145330,248
A0012147351,A,0012147351,84
A0012147435,A,0012147435,33
A0012147468,A,0012147468,24
A0012147492,A,0012147492,24
A0012147831,A,0012147831,279
A0012148110,A,0012148110,279
A0012148557,A,0012148557,214
A0012148771,A,0012148771,214
A0012150298,A,0012150298,782
A0012151080,A,0012151080,782
A0012152146,A,0012152146,1066
A0012153730,A,0012153730,182
A0012153912,A,0012153912,182
A0012154258,A,0012154258,346
A0012155453,A,0012155453,315
A0012155768,A,0012155768,315
A0012156725,A,0012156725,957
A0012158481,A,0012158481,117
A0012158598,A,0012158598,117
A0012158853,A,0012158853,26
A0012158879,A,0012158879,26
A0012159216,A,0012159216,16
A0012159232,A,0012159232,16
A0012159307,A,0012159307,57
A0012159364,A,0012159364,57
A0012161360,A,0012161360,743
A0012162103,A,0012162103,240
A0012162343,A,0012162343,41
A0012162384,A,0012162384,8
A0012162392,A,0012162392,8
A0012162699,A,0012162699,115
A0012162814,A,0012162814,16
A0012162830,A,0012162830,16
A0012162954,A,0012162954,8
A0012162962,A,0012162962,8
A0012163135,A,0012163135,15
A0012163150,A,0012163150,15
A0012164661,A,0012164661,635
A0012165296,A,0012165296,635
A0012181277,A,0012181277,6229
A0012187506,A,0012187506,297
A0012187803,A,0012187803,297
A0012191425,A,0012191425,3622
A0012204897,A,0012204897,13472
A0012224457,A,0012224457,2475
A0012226932,A,0012226932,279
